ticker,permno,date,comnam,rtype,ptype,psub,caldt,ym,usdret,usdprc,market_equity,assets,sales,net_income,book_equity,debt_at,cash_at,ocf_at,roe,btm,beta,quarter,MORTGAGE30US
O,81045,2013-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2013-11-29,2013m11,-0.0806,38.11,7482.784,9415.533,621.152,151.704,5068.627,0.42993945,0.0039321193,0.041630037,0.0659685924638825,0.6773717662355504,0.6551454586520088,2013Q4,
O,81045,2014-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2014-03-31,2014m3,-0.076,40.86,8974.0,9880.927,696.848,163.846,5009.996,0.46042827,0.0017512527,0.046919484,0.0659685924638825,0.5582790387508357,0.5800356249921245,2014Q1,
O,81045,2014-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2014-06-30,2014m6,0.0301,44.42,9836.453,9924.441,778.375,178.461,4756.697,0.4198564,0.002057043,0.052285664,0.045599834360687,0.4835784583471044,0.5156434248024713,2014Q2,
O,81045,2014-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2014-08-29,2014m8,0.043,44.72,9955.701,10480.781,826.259,201.12,5325.386,0.4597144,0.0013932168,0.05503674,0.045599834360687,0.5349082129393752,0.4879878851716076,2014Q3,
O,81045,2014-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2014-11-28,2014m11,0.0133,46.46,10345.991,10812.402,868.462,211.136,5835.449,0.4248095,0.0013121968,0.055144917,0.045599834360687,0.5640299917861905,0.491234871125244,2014Q4,
O,81045,2015-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2015-01-30,2015m1,0.1423,54.31,12094.077,10939.84,902.096,239.247,5561.626,0.45542157,0.0040472257,0.056062978,0.045599834360687,0.4598636155998097,0.4686997732153111,2015Q1,
O,81045,2015-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2015-04-30,2015m4,-0.0861,46.97,10922.028,11012.622,933.505,267.835,5204.651,0.4481534,0.0036677914,0.056997508,0.045599834360687,0.4765278828168404,0.3627528821137264,2015Q2,
O,81045,2015-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2015-09-30,2015m9,0.0647,47.39,11130.441,11092.153,958.8,280.515,5649.872,0.45342964,0.00274879,0.056918435,0.0482137134063642,0.507605364666785,0.2909907585340472,2015Q3,
O,81045,2015-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2015-11-30,2015m11,0.0071,49.62,12385.151,11728.314,984.015,284.718,5960.039,0.45275697,0.0022871147,0.05547481,0.0482137134063642,0.4812245390690401,0.3041123815264424,2015Q4,
O,81045,2016-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2016-01-29,2016m1,0.0844,55.79,13931.544,11738.569,1007.19,278.91,6039.484,0.4477699,0.0020880739,0.056272533,0.0482137134063642,0.4335114533406168,0.2120543051820757,2016Q1,
O,81045,2016-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2016-06-30,2016m6,0.1576,69.36,17869.287,11865.87,1023.285,283.766,6122.846,0.40841448,0.0037479764,0.05834406,0.0434462151638415,0.342646381696854,0.1936443259580038,2016Q2,
O,81045,2016-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2016-07-29,2016m7,0.0333,71.47,18479.926,12037.103,1043.534,286.745,6478.835,0.42451096,0.0014074815,0.05904585,0.0434462151638415,0.3505877112785787,0.1845780055109862,2016Q3,
O,81045,2016-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2016-12-30,2016m12,0.0404,57.48,14864.2705,12249.431,1060.712,296.474,6800.477,0.40430173,0.0033893003,0.05975951,0.0434462151638415,0.4575049464777786,0.2001857010419089,2016Q4,
O,81045,2017-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2017-01-31,2017m1,0.0411,59.63,15420.259,12536.453,1078.997,306.071,6754.567,0.41922832,0.0033013325,0.06369944,0.0434462151638415,0.4380320002751737,0.1870433849558813,2017Q1,
O,81045,2017-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2017-05-31,2017m5,-0.055,54.93,14999.131,13152.871,1103.172,315.571,6358.054,0.44436085,0.0010390127,0.06113076,0.0434462151638415,0.4238948375888409,0.1866097720814135,2017Q2,
O,81045,2017-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2017-09-29,2017m9,-0.0027,57.19,15674.349,13422.186,1134.081,334.198,7034.943,0.43491203,0.0039430982,0.0656291,0.0466362921627277,0.4488188231035145,0.1465394601824836,2017Q3,
O,81045,2017-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2017-12-29,2017m12,0.0349,57.02,16067.381,13574.116,1163.212,339.519,7001.406,0.4415182,0.0014361893,0.06654098,0.0466362921627277,0.4357527690243201,0.1520315096489219,2017Q4,
O,81045,2018-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2018-03-29,2018m3,0.0563,51.73,14704.046,13701.419,1192.958,350.387,7354.429,0.4227501,0.0019630813,0.06312726,0.0466362921627277,0.500163675996554,0.1207107983081859,2018Q1,
O,81045,2018-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2018-06-29,2018m6,0.0133,53.79,15297.177,14058.166,1215.768,318.798,7371.501,0.43510634,0.0010724728,0.062301867,0.0432473657671619,0.4818863622067326,0.158108076609339,2018Q2,
O,81045,2018-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2018-08-31,2018m8,0.0542,58.57,16987.818,14474.093,1236.038,313.091,7267.98,0.45596266,0.0019760132,0.06053906,0.0432473657671619,0.4278348155406863,0.1010851917632559,2018Q3,
O,81045,2018-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2018-12-31,2018m12,-0.0129,63.04,18604.113,14674.074,1264.754,328.335,7475.75,0.44607127,0.0025739954,0.06082169,0.0432473657671619,0.401833207626357,0.085839937525956,2018Q4,
O,81045,2019-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2019-02-28,2019m2,0.0101,69.16,21010.256,15095.325,1295.915,339.394,7676.24,0.4494913,0.0007601029,0.0613166,0.0432473657671619,0.3653568159462216,0.1444816786999861,2019Q1,
O,81045,2019-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2019-06-28,2019m6,-0.0126,68.97,21826.729,15260.483,1327.838,363.614,8088.742,0.42630446,0.00076773454,0.061645623,0.0449530965383739,0.3705888233143489,0.1217718874280309,2019Q2,
O,81045,2019-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2019-07-31,2019m7,0.0068,69.21,21902.682,15762.908,1363.908,391.393,7983.895,0.4536146,0.0007662292,0.059585452,0.0449530965383739,0.3645168088805228,0.1068388775140975,2019Q3,
O,81045,2019-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2019-10-31,2019m10,0.0696,81.79,26027.87,16748.63,1400.472,390.207,8837.502,0.43029532,0.0022734995,0.056908295,0.0449530965383739,0.3395399866452757,0.0011800313922471,2019Q4,
O,81045,2020-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2020-03-31,2020m3,-0.308,49.86,17087.121,17179.904,1436.638,392.257,9293.419,0.41720873,0.014826101,0.059872627,0.0449530965383739,0.5438843911404448,0.5736352822818901,2020Q1,
O,81045,2020-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2020-04-30,2020m4,0.1062,54.92,18859.418,18554.797,1491.591,436.482,9774.456,0.43276024,0.0039527784,0.05760974,0.0449530965383739,0.5182798352890583,0.5948917122185876,2020Q2,
O,81045,2020-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2020-07-31,2020m7,0.0132,60.05,20622.13,18796.441,1551.567,472.367,10388.015,0.40770626,0.0066754655,0.05969885,0.0446553751942819,0.5037314112769874,0.6085418461602126,2020Q3,
O,81045,2020-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2020-10-30,2020m10,-0.0437,57.86,19963.957,19102.547,1600.753,484.997,10344.449,0.41882348,0.021883365,0.057265557,0.0446553751942819,0.5181562821892615,0.6256478405418768,2020Q4,
O,81045,2021-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2021-03-31,2021m3,0.0577,63.5,23710.328,19785.37,1631.078,406.852,10470.527,0.4326018,0.037127536,0.055648997,0.0446553751942819,0.4416019611263918,0.5925272257103329,2021Q1,
O,81045,2021-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2021-06-30,2021m6,-0.0208,66.74,25348.385,20740.285,1651.625,395.486,10985.483,0.43096235,0.04082374,0.05378629,0.0360007839436827,0.4333799950197026,0.6111600006732738,2021Q2,
O,81045,2021-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2021-07-30,2021m7,0.0567,70.29,27368.748,20979.57,1680.088,344.599,11534.872,0.4123431,0.009265347,0.053231787,0.0360007839436827,0.4214614446489295,0.5897550404421003,2021Q3,
O,81045,2021-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2021-12-31,2021m12,0.0577,71.59,40502.613,21984.941,1729.734,361.254,11839.532,0.42222643,0.012642881,0.053765576,0.0360007839436827,0.2923152765200056,0.6024253876534376,2021Q4,
O,81045,2022-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2022-01-31,2022m1,-0.027,69.41,39269.266,23711.094,1817.037,473.346,13335.093,0.39942053,0.023219341,0.053806204,0.0360007839436827,0.3395809194039771,0.5959625095011268,2022Q1,
O,81045,2022-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2022-06-30,2022m6,0.0042,68.26,41062.965,43137.504,2091.518,359.456,25052.574,0.36971015,0.008245262,0.03065057,0.0143480665898841,0.6101014583055914,0.5557623732606518,2022Q2,
O,81045,2022-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2022-09-30,2022m9,-0.144,58.2,35942.98,44062.016,2458.863,462.885,25502.18,0.37249193,0.005730968,0.03561378,0.0143480665898841,0.7095176773739963,0.6276344505216261,2022Q3,
O,81045,2022-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2022-10-31,2022m10,0.0742,62.27,38456.52,44951.918,2801.179,561.613,26326.611,0.36573195,0.006379305,0.04443895,0.0143480665898841,0.6845812186886645,0.6343443245046014,2022Q4,
O,81045,2023-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2023-01-31,2023m1,0.0733,67.83,42539.855,45892.477,3148.16,646.184,26737.12,0.36658382,0.0066882423,0.049800955,0.0143480665898841,0.6285192676868723,0.6261174117122539,2023Q1,
O,81045,2023-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2023-05-31,2023m5,-0.05,59.44,40016.316,49673.094,3367.744,869.408,28713.148,0.3744542,0.0043161395,0.051614586,0.0143480665898841,0.7175360279916821,0.6224917710494198,2023Q2,
O,81045,2023-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2023-08-31,2023m8,-0.0767,56.04,39720.48,51101.438,3504.724,895.055,29259.105,0.3789812,0.004661004,0.054433126,0.0302790892075264,0.7366251734306837,0.6258327004988162,2023Q3,
O,81045,2023-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2023-10-31,2023m10,-0.0461,47.38,34298.953,53980.664,3720.762,867.263,31143.21,0.3725261,0.0051800585,0.051377803,0.0302790892075264,0.9079930762170226,0.6866718016555539,2023Q4,
O,81045,2024-01-01,REALTY INCOME CORP,2.0,9.0,5.0,2024-01-31,2024m1,-0.0483,54.39,45240.895,55336.92,3928.245,881.169,31657.145,0.37808344,0.0069868,0.051115982,0.0302790892075264,0.6997461882994095,0.7436048286086132,2024Q1,
O,81045,2024-04-01,REALTY INCOME CORP,2.0,9.0,5.0,2024-06-28,2024m6,0.0004,52.82,45994.28,57779.355,4105.328,872.309,32941.47,0.38058048,0.004142829,0.051208064,0.0264805753793539,0.7162078824838322,0.75465755536093,2024Q2,
O,81045,2024-07-01,REALTY INCOME CORP,2.0,9.0,5.0,2024-09-30,2024m9,0.0253,63.42,55230.445,68328.25,4422.454,779.577,38986.027,0.37871516,0.010047968,0.04399656,0.0264805753793539,0.7058792523962507,0.7759509601859732,2024Q3,
O,81045,2024-10-01,REALTY INCOME CORP,2.0,9.0,5.0,2024-12-31,2024m12,-0.0728,53.41,46745.02,68060.93,4747.398,843.553,38581.793,0.38183463,0.00678254,0.047788076,0.0264805753793539,0.8253669154222204,0.7884994908455186,2024Q4,
OAS,79763,1993-10-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1993-12-31,1993m12,0.0529,24.875,260.3915,109.714,,,,1.1270212,0.00498569,,,,,1993Q4,
OAS,79763,1994-01-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1994-03-31,1994m3,-0.0661,26.5,277.402,108.771,,,,1.1377573,0.0066377986,,,,,1994Q1,
OAS,79763,1994-04-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1994-05-31,1994m5,0.0148,25.625,268.2425,208.789,22.552,-1.297,157.919,0.23672703,0.07712092,0.0040327795,-0.00821307125805,0.5887173223767906,,1994Q2,
OAS,79763,1994-07-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1994-08-31,1994m8,0.041,25.125,388.6335,276.361,27.939,2.7,158.169,0.419455,0.024826223,0.0040327795,-0.00821307125805,0.4069875765924869,,1994Q3,
OAS,79763,1994-10-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1994-12-30,1994m12,0.2405,24.5,397.341,299.825,34.117,6.883,157.415,0.4650513,0.015308931,0.033212706,-0.00821307125805,0.3961710301381755,,1994Q4,
OAS,79763,1995-01-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1995-01-31,1995m1,-0.0969,22.125,358.82324,454.563,43.175,12.067,287.853,0.36201364,0.04684279,0.030488623,-0.00821307125805,0.8022138945181838,,1995Q1,
OAS,79763,1995-04-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1995-04-28,1995m4,-0.0385,21.875,354.76874,502.432,51.897,16.02,286.598,0.42213276,0.014045682,0.044356253,-0.00821307125805,0.8078445239141253,0.5586330382079608,1995Q2,
OAS,79763,1995-07-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1995-09-29,1995m9,-0.0055,22.5,365.355,527.162,59.836,18.339,285.554,0.44549683,0.0021833896,0.05302165,0.0558971102380337,0.7815795201809285,0.5623791652898732,1995Q3,
OAS,79763,1995-10-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1995-10-31,1995m10,-0.0333,21.75,353.1765,558.073,67.167,22.23,385.205,0.30188346,0.0026376478,0.057720046,0.0558971102380337,1.090686913122095,0.5840636566964896,1995Q4,
OAS,79763,1996-01-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1996-03-29,1996m3,-0.0105,23.5,381.593,596.46,72.374,24.826,381.945,0.34607854,0.0015742884,0.06768266,0.0558971102380337,1.000922467980856,0.5815035872365866,1996Q1,
OAS,79763,1996-04-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1996-06-28,1996m6,0.0294,21.875,355.20624,641.936,76.329,27.416,380.412,0.3907321,0.009299993,0.06447995,0.0669379514841803,1.0709608496604086,0.2506534842799278,1996Q2,
OAS,79763,1996-07-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1996-07-31,1996m7,-0.0114,21.625,351.14676,672.376,80.322,28.766,377.962,0.42889544,0.008026759,0.05601925,0.0669379514841803,1.0763648121910123,0.2327648391770872,1996Q3,
OAS,79763,1996-10-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1996-10-31,1996m10,-0.0286,21.25,345.0575,714.014,85.159,28.708,375.612,0.45779493,0.0075586755,0.06534325,0.0669379514841803,1.088549008532545,0.2670056040582195,1996Q4,
OAS,79763,1997-01-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1997-01-31,1997m1,0.044,23.75,385.6525,749.686,90.526,28.615,373.31,0.48802432,0.007199014,0.059307497,0.0669379514841803,0.9679957929965286,0.2699071770451827,1997Q1,
OAS,79763,1997-04-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1997-04-30,1997m4,-0.0111,22.25,361.2955,774.773,95.999,30.786,268.087,0.5088897,0.0069659115,0.050667744,0.0669379514841803,0.742015900046456,0.3003612423464141,1997Q2,
OAS,79763,1997-07-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1997-07-31,1997m7,0.0213,24.0,389.712,784.874,101.071,30.956,369.605,0.5177149,0.0076330723,0.056555573,0.0789504796195287,0.9484055173726448,0.3403358794684638,1997Q3,
OAS,79763,1997-10-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1997-10-31,1997m10,-0.0821,22.375,363.32526,809.021,105.935,30.998,367.033,0.53448427,0.0057513956,0.05092204,0.0789504796195287,1.0102050146582249,0.3980774779187141,1997Q4,
OAS,79763,1998-01-01,OASIS RESIDENTIAL INC,2.0,8.0,2.0,1998-01-30,1998m1,0.0007,21.875,355.22812,813.572,110.679,30.057,363.522,0.54018205,0.014818602,0.052180998,0.0789504796195287,1.0233480335314895,0.377639226060773,1998Q1,
OHI,77857,1992-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1992-09-30,1992m9,0.0,19.375,78.31375,,,,,,,,,,,1992Q3,
OHI,77857,1992-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1992-10-30,1992m10,0.0134,19.375,78.31375,,,,,,,,,,,1992Q4,
OHI,77857,1993-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1993-02-26,1993m2,-0.0412,20.375,132.1115,,,,,,,,,,,1993Q1,
OHI,77857,1993-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1993-04-30,1993m4,0.0349,21.75,141.027,144.752,5.968,4.424,122.51,0.1404402,0.009512822,0.037678234,0.0361113378499714,0.8686989167764362,,1993Q2,
OHI,77857,1993-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1993-09-30,1993m9,0.0532,24.75,161.073,148.971,5.968,4.424,122.347,0.17445678,0.02525995,0.037678234,0.0361113378499714,0.7595748519123026,,1993Q3,
OHI,77857,1993-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1993-12-31,1993m12,0.0306,25.25,164.327,153.382,5.968,4.424,122.221,0.19906507,0.028680028,0.037678234,0.0361113378499714,0.7437670052479916,,1993Q4,
OHI,77857,1994-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1994-01-31,1994m1,0.0263,25.375,165.1405,217.718,20.087,13.05,121.643,0.4326468,0.1382752,0.037678234,0.0361113378499714,0.7366030606768129,,1994Q1,
OHI,77857,1994-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1994-06-30,1994m6,0.0258,24.875,239.96913,243.587,20.75,11.573,122.714,0.4847262,0.03540008,0.06815224,0.0943087178317062,0.5113741065114399,0.7366017707626669,1994Q2,
OHI,77857,1994-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1994-09-30,1994m9,-0.005,24.875,389.5425,291.321,23.593,11.66,191.43,0.33543068,0.15497337,0.06236763,0.0943087178317062,0.4914226115912417,0.7102844144285503,1994Q3,
OHI,77857,1994-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1994-11-30,1994m11,-0.0052,24.125,377.7975,290.608,27.1,12.796,190.661,0.3360162,0.03594877,0.06942686,0.0943087178317062,0.5046645239404666,0.6758647347495219,1994Q4,
OHI,77857,1995-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1995-01-31,1995m1,0.0348,24.375,379.88437,483.619,30.802,14.498,338.943,0.27935213,0.026779344,0.04551517,0.0943087178317062,0.8922267286304221,0.6794340808237566,1995Q1,
OHI,77857,1995-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1995-06-30,1995m6,-0.0049,25.375,401.17874,500.731,37.747,17.777,338.543,0.3067555,0.025864186,0.055317126,0.052510316267062,0.8438707166508149,0.6017862417311202,1995Q2,
OHI,77857,1995-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1995-09-29,1995m9,0.0388,26.75,428.93625,499.048,44.965,21.656,338.666,0.30713478,0.0126661165,0.06920978,0.052510316267062,0.7895485287322344,0.5982732172380499,1995Q3,
OHI,77857,1995-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1995-10-31,1995m10,-0.0293,25.375,406.88812,505.473,51.534,24.655,341.941,0.31076834,0.016958375,0.07895773,0.052510316267062,0.8403809020513546,0.620296362594311,1995Q4,
OHI,77857,1996-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1996-01-31,1996m1,0.089,28.375,465.49188,547.191,58.589,27.761,346.144,0.35705814,0.021387413,0.08237708,0.052510316267062,0.7436091391523685,0.6331072746445581,1996Q1,
OHI,77857,1996-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1996-04-30,1996m4,-0.0002,28.0,466.536,551.188,61.43,29.49,347.129,0.3540407,0.011658454,0.08134248,0.052510316267062,0.7440561881671176,0.5687407301993602,1996Q2,
OHI,77857,1996-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1996-07-31,1996m7,0.0451,28.25,484.12024,578.273,64.083,30.792,356.965,0.363612,0.005158463,0.08101537,0.066289477398892,0.737347789806129,0.4045587382080109,1996Q3,
OHI,77857,1996-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1996-10-31,1996m10,0.0332,30.375,520.84015,599.034,67.058,32.108,355.05,0.38520852,0.011745577,0.085414186,0.066289477398892,0.6816870873628808,0.3787960835328859,1996Q4,
OHI,77857,1997-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1997-03-31,1997m3,0.0,31.375,537.9871,656.456,70.078,33.441,353.598,0.44671538,0.0052600633,0.0714092,0.066289477398892,0.6572610672483274,0.3200396271824198,1997Q1,
OHI,77857,1997-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1997-04-30,1997m4,-0.0033,30.625,575.29065,634.836,73.127,34.59,383.007,0.37248832,0.009835611,0.08645698,0.066289477398892,0.6657626108984317,0.3256141510522292,1997Q2,
OHI,77857,1997-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1997-09-30,1997m9,0.1013,36.0,686.34,725.54,75.965,36.388,403.291,0.42836508,0.007743198,0.06966259,0.0903116653220437,0.5875965048043562,0.3927244358458233,1997Q3,
OHI,77857,1997-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1997-12-31,1997m12,0.0674,38.625,743.4926,731.568,80.804,38.827,401.946,0.3496517,0.004077543,0.07652193,0.0903116653220437,0.54061869733314,0.3363505653591317,1997Q4,
OHI,77857,1998-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1998-03-31,1998m3,0.0048,39.0,750.711,780.956,85.557,41.814,403.77,0.39496592,0.0079543535,0.07369685,0.0903116653220437,0.5378501034534886,0.2577639453108426,1998Q1,
OHI,77857,1998-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1998-04-30,1998m4,-0.0361,34.75,682.3162,816.108,90.82,44.851,410.721,0.40405315,0.00061266404,0.0740478,0.0903116653220437,0.6019510869054947,0.2602207191063259,1998Q2,
OHI,77857,1998-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1998-09-30,1998m9,0.1419,32.6875,659.0127,941.417,97.076,47.009,409.365,0.48993272,0.0029296263,0.062247653,0.1092006495893806,0.6211792246175457,0.3295677223527008,1998Q3,
OHI,77857,1998-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1998-10-30,1998m10,-0.0311,31.0,624.991,936.92,102.487,79.056,416.585,0.42060795,0.003106989,0.065239295,0.1092006495893806,0.666545584584543,0.3134889665776051,1998Q4,
OHI,77857,1999-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1999-01-29,1999m1,-0.0203,28.875,583.2172,929.736,107.357,80.41,412.49,0.42641568,0.00051304884,0.06535296,0.1092006495893806,0.7072664435669127,0.2541769735406755,1999Q1,
OHI,77857,1999-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1999-06-30,1999m6,-0.0167,25.8125,511.68118,1032.645,108.738,76.209,398.262,0.48880205,0.0018176624,0.06750917,0.1913539328381819,0.7783401132139592,0.383496336670835,1999Q2,
OHI,77857,1999-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1999-09-30,1999m9,0.0533,21.0,416.955,1065.835,112.493,76.887,388.361,0.5233803,0.0014664559,0.07315954,0.1913539328381819,0.931421837924094,0.4190707608630234,1999Q3,
OHI,77857,1999-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,1999-12-31,1999m12,-0.2425,12.6875,252.31631,1104.211,115.636,46.933,386.491,0.5312599,5.886556e-05,0.069738485,0.1913539328381819,1.5317717411332774,0.1799736782292722,1999Q4,
OHI,77857,2000-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2000-02-29,2000m2,-0.2097,6.125,121.74663,1085.062,128.173,46.13,383.366,0.5309798,0.00016865396,0.07836326,0.1913539328381819,3.148883981912871,-0.0561195069476451,2000Q1,
OHI,77857,2000-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2000-06-30,2000m6,-0.0649,4.5,90.585,1013.851,122.375,19.671,349.581,0.534548,0.0040489184,0.07329676,0.0562702206355608,3.85914879563221,0.021380365057578,2000Q2,
OHI,77857,2000-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2000-09-29,2000m9,0.0206,6.1875,124.46156,1013.996,175.32,9.864,340.518,0.544656,0.0024743688,0.07217977,0.0562702206355608,2.735929057383429,-0.0793521555275133,2000Q3,
OHI,77857,2000-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2000-10-31,2000m10,-0.0303,5.75,115.66125,1027.541,214.699,11.942,352.748,0.53740335,0.024058407,0.056335464,0.0562702206355608,3.0498372258629725,-0.0739052901607771,2000Q4,
OHI,77857,2001-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2001-02-28,2001m2,-0.4912,2.3,46.0575,964.689,247.738,-65.506,269.535,0.4751407,0.0044325166,0.021271104,0.0562702206355608,5.852141424569492,0.4538241910698379,2001Q1,
OHI,77857,2001-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2001-06-29,2001m6,0.3636,3.0,59.97,948.451,275.793,-49.557,256.813,0.47592548,0.0075618033,0.020551404,-0.19296920327242,4.282357650179256,0.4526407491415591,2001Q2,
OHI,77857,2001-07-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2001-07-31,2001m7,0.0233,3.07,61.369297,946.673,287.756,-48.33,260.977,0.46754688,0.00732143,0.016609749,-0.19296920327242,4.252566070153132,0.4814150327958954,2001Q3,
OHI,77857,2001-10-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2001-10-31,2001m10,-0.0092,3.22,64.61252,921.814,282.962,-79.82,247.353,0.46179923,0.011710606,0.0052158027,-0.19296920327242,3.82825184252677,0.3868448754945039,2001Q4,
OHI,77857,2002-01-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2002-01-31,2002m1,-0.2674,4.41,88.19559,911.265,275.787,-16.809,244.317,0.44255185,0.0155223785,0.028673328,-0.19296920327242,2.7701726662351414,0.5389615655562666,2002Q1,
OHI,77857,2002-04-01,OMEGA HEALTHCARE INVESTORS INC,2.0,3.0,6.0,2002-06-28,2002m6,0.0906,7.58,281.42267,890.839,257.618,-19.723,218.435,0.46380097,0.012847439,0.017857322,-0.0698852098612113,0.7761812801715491,0.5521077593381578,2002Q2,
